,Time,RSSI,File Name
32,11-07-2023 17:08:04:324,-71,15e
33,11-07-2023 17:08:06:323,-71,15e
34,11-07-2023 17:08:08:324,-71,15e
35,11-07-2023 17:08:10:323,-71,15e
36,11-07-2023 17:08:12:324,-71,15e
37,11-07-2023 17:08:14:324,-72,15e
38,11-07-2023 17:08:16:324,-72,15e
39,11-07-2023 17:08:18:324,-72,15e
40,11-07-2023 17:08:20:326,-72,15e
41,11-07-2023 17:08:22:325,-73,15e
42,11-07-2023 17:08:24:325,-73,15e
43,11-07-2023 17:08:26:325,-73,15e
44,11-07-2023 17:08:28:326,-73,15e
45,11-07-2023 17:08:30:326,-74,15e
46,11-07-2023 17:08:32:327,-74,15e
47,11-07-2023 17:08:34:326,-74,15e
48,11-07-2023 17:08:36:328,-71,15e
49,11-07-2023 17:08:38:329,-70,15e
50,11-07-2023 17:08:40:328,-70,15e
51,11-07-2023 17:08:42:328,-70,15e
52,11-07-2023 17:08:44:329,-70,15e
53,11-07-2023 17:08:46:329,-69,15e
54,11-07-2023 17:08:48:330,-70,15e
55,11-07-2023 17:08:50:329,-70,15e
56,11-07-2023 17:08:52:330,-71,15e
57,11-07-2023 17:08:54:332,-71,15e
0,Mac Address ,28:DE:65:6E:4E:16,15m
1,Time, RSSI,15m
2,11-07-2023 15:49:09:742,-58,15m
3,11-07-2023 15:49:11:743,-58,15m
4,11-07-2023 15:49:13:745,-57,15m
5,11-07-2023 15:49:15:743,-57,15m
6,11-07-2023 15:49:17:742,-57,15m
7,11-07-2023 15:49:19:744,-57,15m
8,11-07-2023 15:49:21:743,-57,15m
9,11-07-2023 15:49:23:744,-59,15m
10,11-07-2023 15:49:25:743,-61,15m
11,11-07-2023 15:49:27:744,-62,15m
12,11-07-2023 15:49:29:743,-63,15m
13,11-07-2023 15:49:31:743,-63,15m
14,11-07-2023 15:49:33:743,-63,15m
15,11-07-2023 15:49:35:744,-63,15m
16,11-07-2023 15:49:37:743,-63,15m
17,11-07-2023 15:49:39:743,-63,15m
18,11-07-2023 15:49:41:744,-63,15m
19,11-07-2023 15:49:43:744,-63,15m
20,11-07-2023 15:49:45:743,-63,15m
21,11-07-2023 15:49:47:744,-63,15m
22,11-07-2023 15:49:49:745,-63,15m
23,11-07-2023 15:49:51:744,-63,15m
24,11-07-2023 15:49:53:744,-63,15m
25,11-07-2023 15:49:55:744,-63,15m
26,11-07-2023 15:49:57:745,-63,15m
27,11-07-2023 15:49:59:744,-63,15m
28,11-07-2023 15:50:01:746,-63,15m
29,11-07-2023 15:50:03:746,-63,15m
30,11-07-2023 15:50:05:747,-63,15m
31,11-07-2023 15:50:07:750,-64,15m
32,11-07-2023 15:50:09:747,-64,15m
33,11-07-2023 15:50:11:748,-64,15m
34,11-07-2023 15:50:13:748,-64,15m
35,11-07-2023 15:50:15:749,-64,15m
36,11-07-2023 15:50:17:750,-64,15m
37,11-07-2023 15:50:19:750,-64,15m
38,11-07-2023 15:50:21:751,-64,15m
39,11-07-2023 15:50:23:751,-65,15m
40,11-07-2023 15:50:25:752,-65,15m
41,11-07-2023 15:50:27:751,-65,15m
42,11-07-2023 15:50:29:752,-65,15m
43,11-07-2023 15:50:31:751,-65,15m
44,11-07-2023 15:50:33:752,-65,15m
45,11-07-2023 15:50:35:752,-65,15m
46,11-07-2023 15:50:37:752,-65,15m
47,11-07-2023 15:50:39:750,-65,15m
48,11-07-2023 15:50:41:753,-65,15m
49,11-07-2023 15:50:43:751,-65,15m
50,11-07-2023 15:50:45:752,-66,15m
51,11-07-2023 15:50:47:751,-66,15m
52,11-07-2023 15:50:49:752,-67,15m
53,11-07-2023 15:50:51:753,-67,15m
54,11-07-2023 15:50:53:753,-67,15m
55,11-07-2023 15:50:55:753,-67,15m
56,11-07-2023 15:50:57:754,-67,15m
57,11-07-2023 15:50:59:756,-67,15m
58,11-07-2023 15:51:01:756,-67,15m
59,11-07-2023 15:51:03:758,-67,15m
60,11-07-2023 15:51:05:756,-67,15m
61,11-07-2023 15:51:07:756,-67,15m
62,11-07-2023 15:51:09:758,-67,15m
63,11-07-2023 15:51:11:758,-67,15m
64,11-07-2023 15:51:13:759,-67,15m
65,11-07-2023 15:51:15:758,-67,15m
66,11-07-2023 15:51:17:760,-67,15m
67,11-07-2023 15:51:19:757,-67,15m
68,11-07-2023 15:51:21:758,-67,15m
69,11-07-2023 15:51:23:758,-67,15m
70,11-07-2023 15:51:25:758,-67,15m
71,11-07-2023 15:51:27:758,-66,15m
72,11-07-2023 15:51:29:758,-65,15m
73,11-07-2023 15:51:31:758,-65,15m
0,Mac Address ,28:DE:65:6E:4E:16,15m_1
1,Time, RSSI,15m_1
2,11-07-2023 15:49:34:616,-68,15m_1
3,11-07-2023 15:49:36:616,-68,15m_1
4,11-07-2023 15:49:38:616,-68,15m_1
5,11-07-2023 15:49:40:616,-68,15m_1
6,11-07-2023 15:49:42:617,-68,15m_1
7,11-07-2023 15:49:44:617,-68,15m_1
8,11-07-2023 15:49:46:616,-67,15m_1
9,11-07-2023 15:49:48:617,-67,15m_1
10,11-07-2023 15:49:50:617,-67,15m_1
11,11-07-2023 15:49:52:616,-67,15m_1
12,11-07-2023 15:49:54:616,-68,15m_1
13,11-07-2023 15:49:56:617,-68,15m_1
14,11-07-2023 15:49:58:616,-69,15m_1
15,11-07-2023 15:50:00:616,-69,15m_1
16,11-07-2023 15:50:02:617,-68,15m_1
17,11-07-2023 15:50:04:616,-67,15m_1
18,11-07-2023 15:50:06:617,-67,15m_1
19,11-07-2023 15:50:08:616,-67,15m_1
20,11-07-2023 15:50:10:616,-65,15m_1
21,11-07-2023 15:50:12:616,-65,15m_1
22,11-07-2023 15:50:14:616,-65,15m_1
23,11-07-2023 15:50:16:616,-65,15m_1
24,11-07-2023 15:50:18:616,-65,15m_1
25,11-07-2023 15:50:20:616,-65,15m_1
26,11-07-2023 15:50:22:617,-64,15m_1
27,11-07-2023 15:50:24:618,-64,15m_1
28,11-07-2023 15:50:26:618,-64,15m_1
29,11-07-2023 15:50:28:619,-64,15m_1
30,11-07-2023 15:50:30:619,-63,15m_1
31,11-07-2023 15:50:32:619,-64,15m_1
32,11-07-2023 15:50:34:620,-64,15m_1
33,11-07-2023 15:50:36:620,-64,15m_1
34,11-07-2023 15:50:38:620,-64,15m_1
35,11-07-2023 15:50:40:622,-64,15m_1
36,11-07-2023 15:50:42:620,-64,15m_1
37,11-07-2023 15:50:44:620,-64,15m_1
38,11-07-2023 15:50:46:620,-64,15m_1
39,11-07-2023 15:50:48:621,-64,15m_1
40,11-07-2023 15:50:50:621,-64,15m_1
41,11-07-2023 15:50:52:623,-63,15m_1
42,11-07-2023 15:50:54:622,-63,15m_1
43,11-07-2023 15:50:56:622,-63,15m_1
44,11-07-2023 15:50:58:621,-63,15m_1
45,11-07-2023 15:51:00:622,-63,15m_1
46,11-07-2023 15:51:02:622,-63,15m_1
47,11-07-2023 15:51:04:623,-63,15m_1
48,11-07-2023 15:51:06:623,-63,15m_1
49,11-07-2023 15:51:08:623,-63,15m_1
50,11-07-2023 15:51:10:623,-63,15m_1
51,11-07-2023 15:51:12:622,-63,15m_1
52,11-07-2023 15:51:14:624,-63,15m_1
53,11-07-2023 15:51:16:623,-64,15m_1
54,11-07-2023 15:51:18:624,-64,15m_1
55,11-07-2023 15:51:20:624,-64,15m_1
56,11-07-2023 15:51:22:623,-64,15m_1
57,11-07-2023 15:51:24:626,-64,15m_1
58,11-07-2023 15:51:26:625,-64,15m_1
59,11-07-2023 15:51:28:626,-64,15m_1
60,11-07-2023 15:51:30:626,-64,15m_1
61,11-07-2023 15:51:32:626,-64,15m_1
62,11-07-2023 15:51:34:627,-64,15m_1
63,11-07-2023 15:51:36:628,-64,15m_1
64,11-07-2023 15:51:38:628,-64,15m_1
65,11-07-2023 15:51:40:628,-64,15m_1
66,11-07-2023 15:51:42:629,-64,15m_1
67,11-07-2023 15:51:44:632,-64,15m_1
68,11-07-2023 15:51:46:628,-64,15m_1
69,11-07-2023 15:51:48:629,-64,15m_1
70,11-07-2023 15:51:50:629,-64,15m_1
71,11-07-2023 15:51:52:629,-64,15m_1
72,11-07-2023 15:51:54:631,-64,15m_1
73,11-07-2023 15:51:56:632,-64,15m_1
74,11-07-2023 15:51:58:631,-64,15m_1
0,Mac Address ,28:DE:65:6E:4E:16,17.5_1
1,Time, RSSI,17.5_1
2,11-07-2023 15:53:59:782,-76,17.5_1
3,11-07-2023 15:54:01:784,-76,17.5_1
4,11-07-2023 15:54:03:783,-76,17.5_1
5,11-07-2023 15:54:05:783,-76,17.5_1
6,11-07-2023 15:54:07:784,-75,17.5_1
7,11-07-2023 15:54:09:786,-74,17.5_1
8,11-07-2023 15:54:11:785,-74,17.5_1
9,11-07-2023 15:54:13:786,-74,17.5_1
10,11-07-2023 15:54:15:787,-74,17.5_1
11,11-07-2023 15:54:17:787,-74,17.5_1
12,11-07-2023 15:54:19:787,-74,17.5_1
13,11-07-2023 15:54:21:788,-73,17.5_1
14,11-07-2023 15:54:23:788,-73,17.5_1
15,11-07-2023 15:54:25:788,-73,17.5_1
16,11-07-2023 15:54:27:789,-71,17.5_1
17,11-07-2023 15:54:29:790,-71,17.5_1
18,11-07-2023 15:54:31:789,-71,17.5_1
19,11-07-2023 15:54:33:788,-71,17.5_1
20,11-07-2023 15:54:35:790,-72,17.5_1
21,11-07-2023 15:54:37:790,-72,17.5_1
22,11-07-2023 15:54:39:790,-72,17.5_1
23,11-07-2023 15:54:41:790,-72,17.5_1
24,11-07-2023 15:54:43:796,-72,17.5_1
25,11-07-2023 15:54:45:792,-72,17.5_1
26,11-07-2023 15:54:47:793,-72,17.5_1
27,11-07-2023 15:54:49:793,-72,17.5_1
28,11-07-2023 15:54:51:793,-72,17.5_1
29,11-07-2023 15:54:53:793,-72,17.5_1
30,11-07-2023 15:54:55:794,-72,17.5_1
31,11-07-2023 15:54:57:794,-72,17.5_1
32,11-07-2023 15:54:59:795,-72,17.5_1
33,11-07-2023 15:55:01:794,-72,17.5_1
34,11-07-2023 15:55:03:793,-69,17.5_1
35,11-07-2023 15:55:05:794,-69,17.5_1
36,11-07-2023 15:55:07:795,-69,17.5_1
37,11-07-2023 15:55:09:795,-69,17.5_1
38,11-07-2023 15:55:11:796,-69,17.5_1
39,11-07-2023 15:55:13:797,-69,17.5_1
40,11-07-2023 15:55:15:797,-69,17.5_1
41,11-07-2023 15:55:17:796,-69,17.5_1
42,11-07-2023 15:55:19:796,-69,17.5_1
43,11-07-2023 15:55:21:797,-69,17.5_1
44,11-07-2023 15:55:23:796,-69,17.5_1
45,11-07-2023 15:55:25:796,-69,17.5_1
46,11-07-2023 15:55:27:796,-69,17.5_1
47,11-07-2023 15:55:29:796,-69,17.5_1
48,11-07-2023 15:55:31:797,-69,17.5_1
49,11-07-2023 15:55:33:796,-69,17.5_1
50,11-07-2023 15:55:35:799,-69,17.5_1
51,11-07-2023 15:55:37:798,-69,17.5_1
52,11-07-2023 15:55:39:797,-69,17.5_1
53,11-07-2023 15:55:41:799,-69,17.5_1
54,11-07-2023 15:55:43:798,-69,17.5_1
55,11-07-2023 15:55:45:800,-69,17.5_1
56,11-07-2023 15:55:47:800,-69,17.5_1
57,11-07-2023 15:55:49:800,-69,17.5_1
58,11-07-2023 15:55:51:799,-69,17.5_1
59,11-07-2023 15:55:53:801,-69,17.5_1
60,11-07-2023 15:55:55:800,-71,17.5_1
0,Mac Address ,28:DE:65:6E:4E:16,17.5_2
1,Time, RSSI,17.5_2
2,11-07-2023 15:54:20:654,-73,17.5_2
3,11-07-2023 15:54:22:654,-73,17.5_2
4,11-07-2023 15:54:24:654,-72,17.5_2
5,11-07-2023 15:54:26:655,-72,17.5_2
6,11-07-2023 15:54:28:653,-72,17.5_2
7,11-07-2023 15:54:30:654,-72,17.5_2
8,11-07-2023 15:54:32:654,-72,17.5_2
9,11-07-2023 15:54:34:655,-71,17.5_2
10,11-07-2023 15:54:36:654,-72,17.5_2
11,11-07-2023 15:54:38:655,-72,17.5_2
12,11-07-2023 15:54:40:655,-72,17.5_2
13,11-07-2023 15:54:42:654,-72,17.5_2
14,11-07-2023 15:54:44:654,-72,17.5_2
15,11-07-2023 15:54:46:655,-72,17.5_2
16,11-07-2023 15:54:48:654,-72,17.5_2
17,11-07-2023 15:54:50:655,-72,17.5_2
18,11-07-2023 15:54:52:655,-72,17.5_2
19,11-07-2023 15:54:54:655,-71,17.5_2
20,11-07-2023 15:54:56:655,-71,17.5_2
21,11-07-2023 15:54:58:656,-71,17.5_2
22,11-07-2023 15:55:00:656,-71,17.5_2
23,11-07-2023 15:55:02:656,-70,17.5_2
24,11-07-2023 15:55:04:657,-70,17.5_2
25,11-07-2023 15:55:06:657,-70,17.5_2
26,11-07-2023 15:55:08:657,-70,17.5_2
27,11-07-2023 15:55:10:658,-70,17.5_2
28,11-07-2023 15:55:12:657,-70,17.5_2
29,11-07-2023 15:55:14:657,-70,17.5_2
30,11-07-2023 15:55:16:658,-70,17.5_2
31,11-07-2023 15:55:18:657,-70,17.5_2
32,11-07-2023 15:55:20:657,-70,17.5_2
33,11-07-2023 15:55:22:658,-70,17.5_2
34,11-07-2023 15:55:24:657,-70,17.5_2
35,11-07-2023 15:55:26:658,-70,17.5_2
36,11-07-2023 15:55:28:658,-70,17.5_2
37,11-07-2023 15:55:30:659,-70,17.5_2
38,11-07-2023 15:55:32:658,-69,17.5_2
39,11-07-2023 15:55:34:659,-69,17.5_2
40,11-07-2023 15:55:36:658,-69,17.5_2
41,11-07-2023 15:55:38:659,-69,17.5_2
42,11-07-2023 15:55:40:659,-69,17.5_2
43,11-07-2023 15:55:42:659,-69,17.5_2
44,11-07-2023 15:55:44:660,-69,17.5_2
45,11-07-2023 15:55:46:662,-69,17.5_2
46,11-07-2023 15:55:48:660,-69,17.5_2
47,11-07-2023 15:55:50:658,-69,17.5_2
48,11-07-2023 15:55:52:660,-69,17.5_2
49,11-07-2023 15:55:54:660,-69,17.5_2
50,11-07-2023 15:55:56:659,-69,17.5_2
51,11-07-2023 15:55:58:661,-69,17.5_2
52,11-07-2023 15:56:00:660,-69,17.5_2
53,11-07-2023 15:56:02:660,-69,17.5_2
54,11-07-2023 15:56:04:661,-69,17.5_2
55,11-07-2023 15:56:06:662,-69,17.5_2
56,11-07-2023 15:56:08:662,-69,17.5_2
57,11-07-2023 15:56:10:662,-69,17.5_2
58,11-07-2023 15:56:12:663,-69,17.5_2
59,11-07-2023 15:56:14:664,-70,17.5_2
60,11-07-2023 15:56:16:663,-70,17.5_2
61,11-07-2023 15:56:18:663,-70,17.5_2
0,Mac Address ,28:DE:65:6E:4E:16,2.5m
1,Time, RSSI,2.5m
2,11-07-2023 14:58:03:974,-59,2.5m
3,11-07-2023 14:58:05:975,-59,2.5m
4,11-07-2023 14:58:07:975,-59,2.5m
5,11-07-2023 14:58:09:975,-59,2.5m
6,11-07-2023 14:58:11:976,-59,2.5m
7,11-07-2023 14:58:13:975,-57,2.5m
8,11-07-2023 14:58:15:976,-45,2.5m
9,11-07-2023 14:58:17:977,-45,2.5m
10,11-07-2023 14:58:19:978,-41,2.5m
11,11-07-2023 14:58:21:979,-41,2.5m
12,11-07-2023 14:58:23:978,-41,2.5m
13,11-07-2023 14:58:25:980,-40,2.5m
14,11-07-2023 14:58:27:979,-40,2.5m
15,11-07-2023 14:58:29:978,-40,2.5m
16,11-07-2023 14:58:31:980,-40,2.5m
17,11-07-2023 14:58:33:980,-40,2.5m
18,11-07-2023 14:58:35:981,-40,2.5m
19,11-07-2023 14:58:37:981,-39,2.5m
20,11-07-2023 14:58:39:981,-39,2.5m
21,11-07-2023 14:58:41:982,-39,2.5m
22,11-07-2023 14:58:43:983,-39,2.5m
23,11-07-2023 14:58:45:983,-39,2.5m
24,11-07-2023 14:58:47:984,-39,2.5m
25,11-07-2023 14:58:49:984,-38,2.5m
26,11-07-2023 14:58:51:985,-38,2.5m
27,11-07-2023 14:58:53:987,-39,2.5m
28,11-07-2023 14:58:55:986,-39,2.5m
29,11-07-2023 14:58:57:986,-40,2.5m
30,11-07-2023 14:58:59:986,-44,2.5m
31,11-07-2023 14:59:01:987,-44,2.5m
32,11-07-2023 14:59:03:987,-46,2.5m
33,11-07-2023 14:59:05:987,-46,2.5m
34,11-07-2023 14:59:07:988,-46,2.5m
35,11-07-2023 14:59:09:989,-44,2.5m
36,11-07-2023 14:59:11:989,-44,2.5m
37,11-07-2023 14:59:13:988,-44,2.5m
38,11-07-2023 14:59:15:989,-44,2.5m
39,11-07-2023 14:59:17:990,-41,2.5m
40,11-07-2023 14:59:19:990,-40,2.5m
41,11-07-2023 14:59:21:991,-40,2.5m
42,11-07-2023 14:59:23:991,-40,2.5m
43,11-07-2023 14:59:25:990,-40,2.5m
44,11-07-2023 14:59:27:991,-39,2.5m
45,11-07-2023 14:59:29:992,-39,2.5m
46,11-07-2023 14:59:31:990,-40,2.5m
47,11-07-2023 14:59:33:992,-40,2.5m
48,11-07-2023 14:59:35:991,-40,2.5m
49,11-07-2023 14:59:37:991,-40,2.5m
50,11-07-2023 14:59:39:991,-39,2.5m
51,11-07-2023 14:59:41:991,-39,2.5m
52,11-07-2023 14:59:43:991,-39,2.5m
53,11-07-2023 14:59:45:992,-39,2.5m
54,11-07-2023 14:59:47:993,-39,2.5m
55,11-07-2023 14:59:49:992,-39,2.5m
56,11-07-2023 14:59:51:992,-39,2.5m
57,11-07-2023 14:59:53:993,-39,2.5m
58,11-07-2023 14:59:55:994,-39,2.5m
59,11-07-2023 14:59:57:993,-39,2.5m
60,11-07-2023 14:59:59:994,-39,2.5m
61,11-07-2023 15:00:01:995,-39,2.5m
62,11-07-2023 15:00:03:994,-39,2.5m
63,11-07-2023 15:00:05:994,-39,2.5m
64,11-07-2023 15:00:07:994,-39,2.5m
65,11-07-2023 15:00:09:995,-39,2.5m
66,11-07-2023 15:00:11:996,-39,2.5m
67,11-07-2023 15:00:13:996,-39,2.5m
68,11-07-2023 15:00:15:996,-39,2.5m
69,11-07-2023 15:00:17:997,-39,2.5m
70,11-07-2023 15:00:19:997,-39,2.5m
71,11-07-2023 15:00:21:998,-39,2.5m
0,Mac Address ,28:DE:65:6E:4E:16,2.5m_1
1,Time, RSSI,2.5m_1
2,11-07-2023 14:57:59:730,-66,2.5m_1
3,11-07-2023 14:58:01:623,-66,2.5m_1
4,11-07-2023 14:58:03:623,-66,2.5m_1
5,11-07-2023 14:58:05:623,-65,2.5m_1
6,11-07-2023 14:58:07:623,-65,2.5m_1
7,11-07-2023 14:58:09:626,-65,2.5m_1
8,11-07-2023 14:58:11:625,-63,2.5m_1
9,11-07-2023 14:58:13:624,-61,2.5m_1
10,11-07-2023 14:58:15:627,-60,2.5m_1
11,11-07-2023 14:58:17:626,-60,2.5m_1
12,11-07-2023 14:58:19:626,-60,2.5m_1
13,11-07-2023 14:58:21:627,-60,2.5m_1
14,11-07-2023 14:58:23:628,-58,2.5m_1
15,11-07-2023 14:58:25:628,-58,2.5m_1
16,11-07-2023 14:58:27:627,-58,2.5m_1
17,11-07-2023 14:58:29:627,-58,2.5m_1
18,11-07-2023 14:58:31:629,-58,2.5m_1
19,11-07-2023 14:58:33:629,-58,2.5m_1
20,11-07-2023 14:58:35:631,-58,2.5m_1
21,11-07-2023 14:58:37:629,-58,2.5m_1
22,11-07-2023 14:58:39:629,-58,2.5m_1
23,11-07-2023 14:58:41:630,-58,2.5m_1
24,11-07-2023 14:58:43:630,-57,2.5m_1
25,11-07-2023 14:58:45:630,-57,2.5m_1
26,11-07-2023 14:58:47:632,-57,2.5m_1
27,11-07-2023 14:58:49:630,-57,2.5m_1
28,11-07-2023 14:58:51:632,-57,2.5m_1
29,11-07-2023 14:58:53:635,-57,2.5m_1
30,11-07-2023 14:58:55:631,-57,2.5m_1
31,11-07-2023 14:58:57:632,-57,2.5m_1
32,11-07-2023 14:58:59:632,-57,2.5m_1
33,11-07-2023 14:59:01:631,-57,2.5m_1
34,11-07-2023 14:59:03:632,-57,2.5m_1
35,11-07-2023 14:59:05:633,-57,2.5m_1
36,11-07-2023 14:59:07:632,-57,2.5m_1
37,11-07-2023 14:59:09:632,-57,2.5m_1
38,11-07-2023 14:59:11:632,-57,2.5m_1
39,11-07-2023 14:59:13:633,-57,2.5m_1
40,11-07-2023 14:59:15:633,-57,2.5m_1
41,11-07-2023 14:59:17:634,-57,2.5m_1
42,11-07-2023 14:59:19:635,-57,2.5m_1
43,11-07-2023 14:59:21:634,-57,2.5m_1
44,11-07-2023 14:59:23:635,-58,2.5m_1
45,11-07-2023 14:59:25:635,-58,2.5m_1
46,11-07-2023 14:59:27:636,-58,2.5m_1
47,11-07-2023 14:59:29:638,-58,2.5m_1
48,11-07-2023 14:59:31:638,-58,2.5m_1
49,11-07-2023 14:59:33:638,-58,2.5m_1
50,11-07-2023 14:59:35:638,-58,2.5m_1
51,11-07-2023 14:59:37:639,-58,2.5m_1
52,11-07-2023 14:59:39:641,-57,2.5m_1
53,11-07-2023 14:59:41:639,-57,2.5m_1
54,11-07-2023 14:59:43:640,-57,2.5m_1
55,11-07-2023 14:59:45:640,-57,2.5m_1
56,11-07-2023 14:59:47:641,-57,2.5m_1
57,11-07-2023 14:59:49:642,-56,2.5m_1
58,11-07-2023 14:59:51:642,-56,2.5m_1
59,11-07-2023 14:59:53:645,-56,2.5m_1
60,11-07-2023 14:59:55:643,-56,2.5m_1
61,11-07-2023 14:59:57:645,-56,2.5m_1
62,11-07-2023 14:59:59:644,-56,2.5m_1
63,11-07-2023 15:00:01:644,-56,2.5m_1
64,11-07-2023 15:00:03:645,-56,2.5m_1
65,11-07-2023 15:00:05:644,-56,2.5m_1
66,11-07-2023 15:00:07:644,-56,2.5m_1
67,11-07-2023 15:00:09:645,-56,2.5m_1
68,11-07-2023 15:00:11:645,-56,2.5m_1
69,11-07-2023 15:00:13:646,-56,2.5m_1
70,11-07-2023 15:00:15:647,-56,2.5m_1
71,11-07-2023 15:00:17:646,-56,2.5m_1
72,11-07-2023 15:00:19:647,-56,2.5m_1
73,11-07-2023 15:00:21:646,-56,2.5m_1
0,Mac Address ,28:DE:65:6E:4E:16,20m
1,Time, RSSI,20m
2,11-07-2023 15:57:45:825,-73,20m
3,11-07-2023 15:57:47:825,-73,20m
4,11-07-2023 15:57:49:826,-73,20m
5,11-07-2023 15:57:51:826,-73,20m
6,11-07-2023 15:57:53:826,-73,20m
7,11-07-2023 15:57:55:826,-73,20m
8,11-07-2023 15:57:57:826,-73,20m
9,11-07-2023 15:57:59:828,-72,20m
10,11-07-2023 15:58:01:826,-71,20m
11,11-07-2023 15:58:03:826,-71,20m
12,11-07-2023 15:58:05:825,-70,20m
13,11-07-2023 15:58:07:826,-70,20m
14,11-07-2023 15:58:09:827,-70,20m
15,11-07-2023 15:58:11:826,-70,20m
16,11-07-2023 15:58:13:826,-70,20m
17,11-07-2023 15:58:15:826,-70,20m
18,11-07-2023 15:58:17:826,-69,20m
19,11-07-2023 15:58:19:827,-69,20m
20,11-07-2023 15:58:21:827,-70,20m
21,11-07-2023 15:58:23:828,-70,20m
22,11-07-2023 15:58:25:826,-70,20m
23,11-07-2023 15:58:27:827,-70,20m
24,11-07-2023 15:58:29:826,-69,20m
25,11-07-2023 15:58:31:828,-69,20m
26,11-07-2023 15:58:33:827,-69,20m
27,11-07-2023 15:58:35:826,-69,20m
28,11-07-2023 15:58:37:828,-67,20m
29,11-07-2023 15:58:39:828,-67,20m
30,11-07-2023 15:58:41:831,-67,20m
31,11-07-2023 15:58:43:831,-67,20m
32,11-07-2023 15:58:45:831,-67,20m
33,11-07-2023 15:58:47:831,-67,20m
34,11-07-2023 15:58:49:832,-67,20m
35,11-07-2023 15:58:51:831,-67,20m
36,11-07-2023 15:58:53:832,-67,20m
37,11-07-2023 15:58:55:833,-67,20m
38,11-07-2023 15:58:57:832,-67,20m
39,11-07-2023 15:58:59:833,-67,20m
40,11-07-2023 15:59:01:834,-67,20m
41,11-07-2023 15:59:03:833,-67,20m
42,11-07-2023 15:59:05:832,-68,20m
43,11-07-2023 15:59:07:833,-69,20m
44,11-07-2023 15:59:09:834,-69,20m
45,11-07-2023 15:59:11:835,-69,20m
46,11-07-2023 15:59:13:833,-69,20m
47,11-07-2023 15:59:15:834,-69,20m
48,11-07-2023 15:59:17:834,-69,20m
49,11-07-2023 15:59:19:836,-70,20m
50,11-07-2023 15:59:21:837,-70,20m
51,11-07-2023 15:59:23:837,-70,20m
52,11-07-2023 15:59:25:836,-69,20m
53,11-07-2023 15:59:27:837,-69,20m
54,11-07-2023 15:59:29:838,-69,20m
55,11-07-2023 15:59:31:838,-69,20m
56,11-07-2023 15:59:33:836,-69,20m
57,11-07-2023 15:59:35:838,-69,20m
58,11-07-2023 15:59:37:837,-69,20m
59,11-07-2023 15:59:39:839,-70,20m
60,11-07-2023 15:59:41:838,-70,20m
61,11-07-2023 15:59:43:838,-70,20m
62,11-07-2023 15:59:45:840,-70,20m
63,11-07-2023 15:59:47:840,-70,20m
0,Mac Address ,28:DE:65:6E:4E:16,20_m
1,Time, RSSI,20_m
2,11-07-2023 15:33:34:951,-69,20_m
3,11-07-2023 15:33:36:951,-70,20_m
4,11-07-2023 15:33:38:951,-70,20_m
5,11-07-2023 15:33:40:952,-70,20_m
6,11-07-2023 15:33:42:952,-70,20_m
7,11-07-2023 15:33:44:951,-70,20_m
8,11-07-2023 15:33:46:952,-70,20_m
9,11-07-2023 15:33:48:951,-70,20_m
10,11-07-2023 15:33:50:953,-70,20_m
11,11-07-2023 15:33:52:952,-70,20_m
12,11-07-2023 15:33:54:951,-70,20_m
13,11-07-2023 15:33:56:951,-70,20_m
14,11-07-2023 15:33:58:952,-70,20_m
15,11-07-2023 15:34:00:952,-70,20_m
16,11-07-2023 15:34:02:953,-70,20_m
17,11-07-2023 15:34:04:953,-70,20_m
18,11-07-2023 15:34:06:952,-70,20_m
19,11-07-2023 15:34:08:953,-70,20_m
20,11-07-2023 15:34:10:953,-70,20_m
21,11-07-2023 15:34:12:953,-69,20_m
22,11-07-2023 15:34:14:954,-69,20_m
23,11-07-2023 15:34:16:955,-69,20_m
24,11-07-2023 15:34:18:955,-69,20_m
25,11-07-2023 15:34:20:956,-69,20_m
26,11-07-2023 15:34:22:955,-68,20_m
27,11-07-2023 15:34:24:955,-68,20_m
